cohort,outer_split,method,calibration_fraction_total_persons,inner_attempts,inner_successes,fit_success_rate,total_persons,evaluation_persons,evaluation_records,evaluation_events,median_calibration_persons,median_calibration_records,median_calibration_events,median_calibration_event_persons,median_auc,median_brier,median_delta_brier_vs_raw,median_citl,median_abs_citl,median_slope,median_abs_slope_error,proportion_abs_citl_le_0_20,proportion_brier_within_plus_0_001,proportion_brier_improved,descriptive_tolerance_met
CHARLS,1,none,0.0,1,1,1.0,3915,1566,1566,321,0.0,0.0,0.0,0.0,0.6669606776013712,0.1615282198517582,0.0,0.7699757061839316,0.7699757061839316,0.8465022734251885,0.15349772657481153,0.0,1.0,1.0,False
CHARLS,2,intercept_and_slope,0.05,100,100,1.0,3915,1566,1566,307,195.0,195.0,40.0,40.0,0.6663902637168737,0.14735277062633179,-0.007338926080699734,-0.01223853740228539,0.12146575735067933,1.118318779497462,0.21591593996978742,0.76,1.0,1.0,False
CHARLS,2,intercept_and_slope,0.1,100,100,1.0,3915,1566,1566,307,391.0,391.0,80.0,80.0,0.6663902637168737,0.14663540906333472,-0.008056287643696827,-0.002201979213861861,0.07299951995631637,1.0489660807753018,0.10969760982944798,0.94,1.0,1.0,False
CHARLS,2,intercept_and_slope,0.2,100,100,1.0,3915,1566,1566,307,783.0,783.0,160.0,160.0,0.6663902637168737,0.14665616494272465,-0.008035531764306894,-0.009047802859891695,0.06836892137711162,1.073381268074788,0.08811483682381349,1.0,1.0,1.0,True
CHARLS,2,intercept_and_slope,0.3,100,100,1.0,3915,1566,1566,307,1174.0,1174.0,238.5,238.5,0.6663902637168737,0.14653887787408126,-0.008152818832950284,-0.0027613572860458943,0.038742029092446874,1.066759466848898,0.07964483542877365,1.0,1.0,1.0,True
CHARLS,2,intercept_and_slope,0.4,100,100,1.0,3915,1566,1566,307,1566.0,1566.0,320.0,320.0,0.6663902637168737,0.14648973672635698,-0.00820195998067455,-0.012480630259839844,0.026055643983959327,1.0771917250308791,0.07719172503087912,1.0,1.0,1.0,True
CHARLS,2,intercept_and_slope,0.5,100,100,1.0,3915,1566,1566,307,1957.0,1957.0,400.5,400.5,0.6663902637168737,0.14647864754817064,-0.008213049158860883,-0.010417385947004528,0.01611049267946741,1.0865594165243528,0.08655941652435284,1.0,1.0,1.0,True
CHARLS,2,intercept_and_slope,0.6,100,100,1.0,3915,1566,1566,307,2349.0,2349.0,480.0,480.0,0.6663902637168737,0.1464665989434281,-0.008225097763603445,-0.009512168149139294,0.009512168149139294,1.0837869771150725,0.08378697711507255,1.0,1.0,1.0,True
CHARLS,2,intercept_only,0.05,100,100,1.0,3915,1566,1566,307,195.0,195.0,40.0,40.0,0.6663902637168737,0.14651906812205445,-0.008172628584977068,-0.0006806917932457692,0.1282875331224357,0.8966304956743499,0.10336950432565006,0.76,1.0,1.0,False
CHARLS,2,intercept_only,0.1,100,100,1.0,3915,1566,1566,307,391.0,391.0,80.0,80.0,0.6663902637168737,0.14630569555674378,-0.008386001150287772,-0.003097745910641941,0.07155575497986899,0.8966304956743499,0.10336950432565006,0.92,1.0,1.0,True
CHARLS,2,intercept_only,0.2,100,100,1.0,3915,1566,1566,307,783.0,783.0,160.0,160.0,0.6663902637168737,0.14630399509516262,-0.0083877016118689,-0.0022517537745807416,0.07038828633360382,0.8966304956743499,0.10336950432565006,0.99,1.0,1.0,True
CHARLS,2,intercept_only,0.3,100,100,1.0,3915,1566,1566,307,1174.0,1174.0,238.5,238.5,0.6663902637168737,0.14620156913180019,-0.008490127575231349,0.008003664794406031,0.03863641264916472,0.8966304956743499,0.10336950432565006,1.0,1.0,1.0,True
CHARLS,2,intercept_only,0.4,100,100,1.0,3915,1566,1566,307,1566.0,1566.0,320.0,320.0,0.6663902637168737,0.14619713553581098,-0.00849456117122055,-0.004716276384537591,0.025653173132199458,0.8966304956743499,0.10336950432565006,1.0,1.0,1.0,True
CHARLS,2,intercept_only,0.5,100,100,1.0,3915,1566,1566,307,1957.0,1957.0,400.5,400.5,0.6663902637168737,0.14618382341460023,-0.0085078732924313,-0.002634533596989693,0.01529587289034836,0.8966304956743499,0.10336950432565006,1.0,1.0,1.0,True
CHARLS,2,intercept_only,0.6,100,100,1.0,3915,1566,1566,307,2349.0,2349.0,480.0,480.0,0.6663902637168737,0.146183183586065,-0.008508513120966538,-0.002185233220069635,0.002185233220069635,0.8966304956743499,0.10336950432565006,1.0,1.0,1.0,True
CHARLS,2,none,0.0,1,1,1.0,3915,1566,1566,307,0.0,0.0,0.0,0.0,0.6663902637168737,0.15469169670703153,0.0,0.7450778322123802,0.7450778322123802,0.8966304956743499,0.10336950432565006,0.0,1.0,1.0,False
CHARLS,3,intercept_and_slope,0.05,100,100,1.0,3915,1566,1566,314,195.0,195.0,39.5,39.5,0.6551174172279767,0.151292178029524,-0.0070907004593809275,-0.016078272820932472,0.10997187093277536,0.954551532927755,0.19130891020251767,0.72,0.98,0.97,False
CHARLS,3,intercept_and_slope,0.1,100,100,1.0,3915,1566,1566,314,391.0,391.0,79.0,79.0,0.6551174172279767,0.15080448500383684,-0.007578393485068086,-0.0142613468070652,0.08552981926634595,0.9939180640037577,0.16215905067202718,0.88,1.0,1.0,False
CHARLS,3,intercept_and_slope,0.2,100,100,1.0,3915,1566,1566,314,783.0,783.0,157.0,157.0,0.6551174172279767,0.1503334299920332,-0.008049448496871725,-0.005496523784424201,0.04825321640551109,0.9781922230009972,0.08535311414617536,0.99,1.0,1.0,True
CHARLS,3,intercept_and_slope,0.3,100,100,1.0,3915,1566,1566,314,1174.0,1174.0,238.0,238.0,0.6551174172279767,0.15027856991379923,-0.008104308575105676,-0.017958102626608505,0.034740709686517685,0.9507884716787501,0.06969399845804458,1.0,1.0,1.0,True
CHARLS,3,intercept_and_slope,0.4,100,100,1.0,3915,1566,1566,314,1566.0,1566.0,316.0,316.0,0.6551174172279767,0.15021907146101832,-0.008163807027886591,-0.010471242733710414,0.02895775758847862,0.9586051389819552,0.05328819704437726,1.0,1.0,1.0,True
CHARLS,3,intercept_and_slope,0.5,100,100,1.0,3915,1566,1566,314,1957.0,1957.0,394.0,394.0,0.6551174172279767,0.15018988368437414,-0.008192994804530784,-0.010362358380774019,0.015194097191302151,0.9529786191670309,0.04928017195009127,1.0,1.0,1.0,True
CHARLS,3,intercept_and_slope,0.6,100,100,1.0,3915,1566,1566,314,2349.0,2349.0,473.0,473.0,0.6551174172279767,0.15017384012125953,-0.008209038367645388,-0.012101390820375594,0.012101390820375594,0.951633147929727,0.048366852070273025,1.0,1.0,1.0,True
CHARLS,3,intercept_only,0.05,100,100,1.0,3915,1566,1566,314,195.0,195.0,39.5,39.5,0.6551174172279767,0.1505263792420981,-0.0078564992468068,-0.021525079070389246,0.12276183582433187,0.8295735755387394,0.17042642446126055,0.73,0.99,0.99,False
CHARLS,3,intercept_only,0.1,100,100,1.0,3915,1566,1566,314,391.0,391.0,79.0,79.0,0.6551174172279767,0.15045518990872753,-0.00792768858017738,-0.013922881183125829,0.08293485975219483,0.8295735755387394,0.17042642446126055,0.87,1.0,1.0,True
CHARLS,3,intercept_only,0.2,100,100,1.0,3915,1566,1566,314,783.0,783.0,157.0,157.0,0.6551174172279767,0.1503055865503895,-0.008077291938515405,-0.0037523928192667376,0.04804813049826803,0.8295735755387394,0.17042642446126055,0.99,1.0,1.0,True
CHARLS,3,intercept_only,0.3,100,100,1.0,3915,1566,1566,314,1174.0,1174.0,238.0,238.0,0.6551174172279767,0.15031399439017223,-0.008068884098732687,-0.017514936511218403,0.0348303787390454,0.8295735755387394,0.17042642446126055,1.0,1.0,1.0,True
CHARLS,3,intercept_only,0.4,100,100,1.0,3915,1566,1566,314,1566.0,1566.0,316.0,316.0,0.6551174172279767,0.15028991356032162,-0.008092964928583302,-0.011918170870702023,0.029023631478114938,0.8295735755387394,0.17042642446126055,1.0,1.0,1.0,True
CHARLS,3,intercept_only,0.5,100,100,1.0,3915,1566,1566,314,1957.0,1957.0,394.0,394.0,0.6551174172279767,0.1502868190422373,-0.008096059446667608,-0.010865382215235279,0.01609134480347909,0.8295735755387394,0.17042642446126055,1.0,1.0,1.0,True
CHARLS,3,intercept_only,0.6,100,100,1.0,3915,1566,1566,314,2349.0,2349.0,473.0,473.0,0.6551174172279767,0.15029188296820759,-0.008090995520697336,-0.012951295016815632,0.012951295016815632,0.8295735755387394,0.17042642446126055,1.0,1.0,1.0,True
CHARLS,3,none,0.0,1,1,1.0,3915,1566,1566,314,0.0,0.0,0.0,0.0,0.6551174172279767,0.15838287848890492,0.0,0.7386244908164672,0.7386244908164672,0.8295735755387394,0.17042642446126055,0.0,1.0,1.0,False
CHARLS,4,intercept_and_slope,0.05,100,100,1.0,3915,1566,1566,307,195.0,195.0,41.0,41.0,0.6528732539397123,0.1505175444563282,-0.0063483416820667715,-0.06560826298851805,0.12972538652057636,0.9290574663954398,0.25069033314990274,0.69,1.0,1.0,False
CHARLS,4,intercept_and_slope,0.1,100,100,1.0,3915,1566,1566,307,391.0,391.0,81.5,81.5,0.6528732539397123,0.14976324201586247,-0.007102644122532503,-0.06999509007377433,0.08167469268139711,0.9015235968687523,0.17067688856344299,0.93,1.0,1.0,False
CHARLS,4,intercept_and_slope,0.2,100,100,1.0,3915,1566,1566,307,783.0,783.0,163.5,163.5,0.6528732539397123,0.14954220170802968,-0.007323684430365296,-0.07113643650397367,0.07413820472789907,0.9300564020700453,0.1036475087044132,0.97,1.0,1.0,False
CHARLS,4,intercept_and_slope,0.3,100,100,1.0,3915,1566,1566,307,1174.0,1174.0,239.0,239.0,0.6528732539397123,0.14944156847253012,-0.007424317665864849,-0.040133501651433916,0.05351122952440933,0.9183882441694738,0.0889996021777908,1.0,1.0,1.0,True
