cohort,outer_split,method,calibration_fraction_total_persons,inner_attempts,inner_successes,fit_success_rate,total_persons,evaluation_persons,evaluation_records,evaluation_events,median_calibration_persons,median_calibration_records,median_calibration_events,median_calibration_event_persons,median_auc,median_brier,median_delta_brier_vs_raw,median_citl,median_abs_citl,median_slope,median_abs_slope_error,proportion_abs_citl_le_0_20,proportion_brier_within_plus_0_001,proportion_brier_improved,descriptive_tolerance_met
CHARLS,25,intercept_only,0.3,100,100,1.0,3915,1566,1566,305,1174.0,1174.0,240.0,240.0,0.6532039365062857,0.14941530692794291,-0.006812396557744016,-0.0477375192956631,0.051186356624876146,0.784496171759302,0.21550382824069803,1.0,1.0,1.0,True
CHARLS,25,intercept_only,0.4,100,100,1.0,3915,1566,1566,305,1566.0,1566.0,322.0,322.0,0.6532039365062857,0.14943323123494354,-0.006794472250743394,-0.051659290570512204,0.051659290570512204,0.784496171759302,0.21550382824069803,1.0,1.0,1.0,True
CHARLS,25,intercept_only,0.5,100,100,1.0,3915,1566,1566,305,1957.0,1957.0,402.0,402.0,0.6532039365062857,0.14943172157577675,-0.0067959819099101815,-0.05133542312255729,0.05133542312255729,0.784496171759302,0.21550382824069803,1.0,1.0,1.0,True
CHARLS,25,intercept_only,0.6,100,100,1.0,3915,1566,1566,305,2349.0,2349.0,482.0,482.0,0.6532039365062857,0.14943527937482126,-0.006792424110865669,-0.052096816857457755,0.052096816857457755,0.784496171759302,0.21550382824069803,1.0,1.0,1.0,True
CHARLS,25,none,0.0,1,1,1.0,3915,1566,1566,305,0.0,0.0,0.0,0.0,0.6532039365062857,0.15622770348568693,0.0,0.7148627049610482,0.7148627049610482,0.784496171759302,0.21550382824069803,0.0,1.0,1.0,False
CHARLS,26,intercept_and_slope,0.05,100,100,1.0,3915,1566,1566,316,195.0,195.0,39.0,39.0,0.6884075949367089,0.14780313950501567,-0.00826929925723556,0.05561405216234333,0.13012352189337517,1.271093473832896,0.27233158459188667,0.7,0.99,0.99,False
CHARLS,26,intercept_and_slope,0.1,100,100,1.0,3915,1566,1566,316,391.0,391.0,77.0,77.0,0.6884075949367089,0.14751345587071885,-0.008558982891532368,0.059861433243238046,0.08948930755661237,1.320193172775571,0.320193172775571,0.91,1.0,1.0,False
CHARLS,26,intercept_and_slope,0.2,100,100,1.0,3915,1566,1566,316,783.0,783.0,157.0,157.0,0.6884075949367089,0.147359112757203,-0.008713326005048205,0.037988597936582616,0.05990982921644529,1.3451552981244053,0.3451552981244054,0.99,1.0,1.0,False
CHARLS,26,intercept_and_slope,0.3,100,100,1.0,3915,1566,1566,316,1174.0,1174.0,236.0,236.0,0.6884075949367089,0.14703582580882513,-0.009036612953426101,0.030412450033533774,0.03995268273942028,1.326334895214672,0.32633489521467207,1.0,1.0,1.0,False
CHARLS,26,intercept_and_slope,0.4,100,100,1.0,3915,1566,1566,316,1566.0,1566.0,313.5,313.5,0.6884075949367089,0.14730466241420936,-0.00876777634804185,0.03241657669303111,0.03445781221218808,1.363673763198678,0.36367376319867795,1.0,1.0,1.0,False
CHARLS,26,intercept_and_slope,0.5,100,100,1.0,3915,1566,1566,316,1957.0,1957.0,392.0,392.0,0.6884075949367089,0.14713260439056194,-0.00893983437168927,0.03976680668605148,0.03976680668605148,1.336806403830338,0.336806403830338,1.0,1.0,1.0,False
CHARLS,26,intercept_and_slope,0.6,100,100,1.0,3915,1566,1566,316,2349.0,2349.0,471.0,471.0,0.6884075949367089,0.14716145903894984,-0.008910979723301377,0.03651696646601446,0.03651696646601446,1.3383326202976904,0.3383326202976904,1.0,1.0,1.0,False
CHARLS,26,intercept_only,0.05,100,100,1.0,3915,1566,1566,316,195.0,195.0,39.0,39.0,0.6884075949367089,0.1459941793082808,-0.010078259453970409,0.06441534586974469,0.14057460279831469,1.008386760887475,0.008386760887475031,0.69,1.0,1.0,False
CHARLS,26,intercept_only,0.1,100,100,1.0,3915,1566,1566,316,391.0,391.0,77.0,77.0,0.6884075949367089,0.14571875236035525,-0.010353686401895962,0.07497568028730484,0.09360026706620528,1.008386760887475,0.008386760887475031,0.88,1.0,1.0,True
CHARLS,26,intercept_only,0.2,100,100,1.0,3915,1566,1566,316,783.0,783.0,157.0,157.0,0.6884075949367089,0.14559274236461986,-0.010479696397631355,0.04206536080197203,0.06330098130216091,1.008386760887475,0.008386760887475031,0.99,1.0,1.0,True
