cohort,method,calibration_fraction_total_persons,outer_splits,outer_tolerance_rate,fit_success_rate_median_across_outer,fit_success_rate_lower_95_outer,fit_success_rate_upper_95_outer,median_calibration_persons_median_across_outer,median_calibration_persons_lower_95_outer,median_calibration_persons_upper_95_outer,median_calibration_records_median_across_outer,median_calibration_records_lower_95_outer,median_calibration_records_upper_95_outer,median_calibration_events_median_across_outer,median_calibration_events_lower_95_outer,median_calibration_events_upper_95_outer,median_calibration_event_persons_median_across_outer,median_calibration_event_persons_lower_95_outer,median_calibration_event_persons_upper_95_outer,median_auc_median_across_outer,median_auc_lower_95_outer,median_auc_upper_95_outer,median_brier_median_across_outer,median_brier_lower_95_outer,median_brier_upper_95_outer,median_delta_brier_vs_raw_median_across_outer,median_delta_brier_vs_raw_lower_95_outer,median_delta_brier_vs_raw_upper_95_outer,median_citl_median_across_outer,median_citl_lower_95_outer,median_citl_upper_95_outer,median_abs_citl_median_across_outer,median_abs_citl_lower_95_outer,median_abs_citl_upper_95_outer,median_slope_median_across_outer,median_slope_lower_95_outer,median_slope_upper_95_outer,median_abs_slope_error_median_across_outer,median_abs_slope_error_lower_95_outer,median_abs_slope_error_upper_95_outer,proportion_abs_citl_le_0_20_median_across_outer,proportion_abs_citl_le_0_20_lower_95_outer,proportion_abs_citl_le_0_20_upper_95_outer,proportion_brier_within_plus_0_001_median_across_outer,proportion_brier_within_plus_0_001_lower_95_outer,proportion_brier_within_plus_0_001_upper_95_outer,proportion_brier_improved_median_across_outer,proportion_brier_improved_lower_95_outer,proportion_brier_improved_upper_95_outer
ELSA,intercept_and_slope,0.5,30,0.9,1.0,1.0,1.0,4304.0,4304.0,4304.0,15301.25,15144.025,15417.4625,1489.0,1462.525,1516.775,1384.0,1362.175,1401.75,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07971074465602024,0.07761208276808568,0.08253801923989694,-0.0005113825705568321,-0.0007576374248854659,-0.00028812412573355715,-0.005998866267407453,-0.06719760216631243,0.06867783504196509,0.02456462604509345,0.007788389687130122,0.07075917758805983,1.0080489902770369,0.9202407350136718,1.1213176650900534,0.03288107021674236,0.009475447549598559,0.12131766509005344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELSA,intercept_and_slope,0.6,30,0.9,1.0,1.0,1.0,5165.0,5165.0,5165.0,18369.0,18178.825,18494.4,1785.5,1753.7,1818.275,1662.0,1634.35,1681.75,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07970944188835219,0.07760991334084748,0.08253716272982797,-0.0005127351863157756,-0.0007593750708743713,-0.0002896969468170419,-0.006592135597852778,-0.06687447037500023,0.06894958274255059,0.022821621184037834,0.001241506367795981,0.07025106464701343,1.0094141624730693,0.920105572662604,1.1179120489640901,0.03251640018633262,0.005639732906142877,0.11791204896409012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELSA,intercept_only,0.05,30,1.0,1.0,1.0,1.0,430.0,430.0,430.0,1530.25,1511.45,1544.05,148.5,145.225,153.0,138.0,135.0,141.55,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07975592497859277,0.07769414395932683,0.08252613836719112,-0.0004844171561164193,-0.0006541112948918888,-0.0003213427616252833,-0.003511561984939105,-0.06912980456218108,0.07340050747049925,0.06145292289751228,0.050554334554875,0.08761020497369744,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,0.97,0.8945000000000001,0.99,1.0,1.0,1.0,0.985,0.93725,1.0
ELSA,intercept_only,0.1,30,1.0,1.0,1.0,1.0,860.0,860.0,860.0,3057.75,3024.25,3081.325,296.75,292.3625,301.9125,276.25,272.0,280.1375,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07974281017534518,0.07766085912924565,0.08251052777697161,-0.000502536945944914,-0.0006372838774881325,-0.0003376613226133878,-0.004442973861312043,-0.055662546415868326,0.06374758462318993,0.045310187901497045,0.034817519759334274,0.07349822713386725,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.99,1.0
ELSA,intercept_only,0.2,30,1.0,1.0,1.0,1.0,1721.0,1721.0,1721.0,6116.5,6052.0,6161.05,595.5,582.0875,605.1375,553.5,542.3625,561.1375,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07972708167772362,0.07766110438678257,0.08251420179403256,-0.0005100437008540987,-0.0006387004581770289,-0.00034487467381157257,-0.0037919619003866276,-0.06554959413011407,0.0661006164003418,0.030775617633668973,0.019205883056358133,0.06787618372572746,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELSA,intercept_only,0.3,30,1.0,1.0,1.0,1.0,2582.0,2582.0,2582.0,9177.5,9075.5375,9242.95,892.25,875.9,908.775,830.0,814.8625,841.9125,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07972109939060827,0.07765886856380745,0.08251371058384022,-0.0005093548222772984,-0.0006408950303548142,-0.00034942379022053513,-0.009265670746428976,-0.06710843927818848,0.06241393597237849,0.02631020572268353,0.01592298147707551,0.06984355621904002,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELSA,intercept_only,0.4,30,1.0,1.0,1.0,1.0,3443.0,3443.0,3443.0,12241.0,12118.675,12337.425,1190.0,1167.975,1211.275,1107.5,1088.5375,1121.7375,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07972213070404016,0.07765742945065567,0.08251524059917209,-0.0005110943867307066,-0.0006423511541840529,-0.00034946903478226755,-0.005774371996264493,-0.06646742392512263,0.06637681760857077,0.023305632993564463,0.012224628683931798,0.07197808727365983,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELSA,intercept_only,0.5,30,1.0,1.0,1.0,1.0,4304.0,4304.0,4304.0,15301.25,15144.025,15417.4625,1489.0,1462.525,1516.775,1384.0,1362.175,1401.75,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.0797219600512285,0.07765865995587036,0.08251372283744117,-0.0005124742470799977,-0.0006406740256726668,-0.00034934679886730136,-0.006596084541804426,-0.0667803394457384,0.064259689845773,0.02362640082934271,0.007292563234427937,0.07133563552958792,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELSA,intercept_only,0.6,30,1.0,1.0,1.0,1.0,5165.0,5165.0,5165.0,18369.0,18178.825,18494.4,1785.5,1753.7,1818.275,1662.0,1634.35,1681.75,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.07972202352396185,0.0776592100134882,0.0825151749610475,-0.0005132545704566518,-0.0006418681981474668,-0.00034966015953238254,-0.007125648896549437,-0.06668127876598684,0.06444641137887952,0.023099450849356017,0.0008679184600658469,0.07075921845184281,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELSA,none,0.0,30,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7486208383017121,0.7408315393047727,0.7606732869759633,0.08021929269192653,0.07816657110063881,0.08306517407232947,0.0,0.0,0.0,0.2024778740178103,0.16678027078850863,0.24535833492239545,0.2024778740178103,0.16678027078850863,0.24535833492239545,1.108143891518095,1.0476806869836404,1.1785897676670527,0.10814389151809489,0.04768068698364046,0.17858976766705267,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_and_slope,0.05,30,1.0,1.0,1.0,1.0,1000.0,1000.0,1000.0,4185.5,4147.4125,4223.05,404.5,397.3625,411.4125,368.0,362.725,374.6875,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07948286076116332,0.07766290724034881,0.080962115432705,-0.0003163623658396994,-0.000421351917424625,-0.0002095260079351819,-0.01488703808692495,-0.0709013604079508,0.037166346396540276,0.04217017684996779,0.029705944816295904,0.0709013604079508,0.994922234991741,0.9452021028465747,1.0681101697426114,0.045823762339995994,0.03577208900465673,0.06870945936447063,1.0,0.98725,1.0,1.0,1.0,1.0,0.98,0.94175,1.0
HRS,intercept_and_slope,0.1,30,1.0,1.0,1.0,1.0,2001.0,2001.0,2001.0,8377.75,8307.5375,8452.625,808.25,799.0,824.6375,735.25,727.8625,747.275,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07946142827413283,0.07765256059812657,0.0809417861315926,-0.0003393864272527511,-0.0004333121908538873,-0.0002363118489927187,-0.01383336446581816,-0.06546183387935842,0.03327254759406411,0.030036233998809718,0.022062974256369834,0.0654618338793584,0.9989217468696899,0.9572011711417643,1.0700941528302215,0.034489409608817995,0.02638708399210228,0.07009415283022158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0
HRS,intercept_and_slope,0.2,30,1.0,1.0,1.0,1.0,4003.0,4003.0,4003.0,16769.75,16611.6375,16946.6875,1618.0,1594.95,1640.5125,1473.0,1455.5875,1495.55,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07945066556488181,0.07764219295351212,0.08093574223104956,-0.0003511642565705263,-0.000442066204261319,-0.0002458122978158031,-0.0128291324242414,-0.06339182201941028,0.031501868302530205,0.025485377457940446,0.015149966151684489,0.06339182201941028,1.0003282244207017,0.9551165838518905,1.0682268858632642,0.02442900536408446,0.01570109444983271,0.06822688586326416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_and_slope,0.3,30,1.0,1.0,1.0,1.0,6004.0,6004.0,6004.0,25149.75,24929.525,25390.4,2426.5,2395.35,2463.0,2204.25,2180.625,2241.325,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07945168896253377,0.07763699438053788,0.08093240147648191,-0.0003531373454737294,-0.0004472647772355601,-0.0002488087323080653,-0.01242187160132642,-0.06279880719691215,0.03233283862791145,0.02236500126544027,0.010804390199808589,0.06279880719691215,0.9984375827340052,0.948028924433407,1.0706850676245485,0.021974080490390208,0.01208738968616176,0.0706850676245485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_and_slope,0.4,30,1.0,1.0,1.0,1.0,8006.0,8006.0,8006.0,33557.25,33248.2375,33852.475,3231.75,3196.725,3282.1875,2941.75,2915.925,2990.4625,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07944875894800853,0.07763625568582334,0.08093089695505114,-0.00035567801389247214,-0.0004480034719501093,-0.00025063261688122577,-0.0105005576931232,-0.06297416706334662,0.03479833346605534,0.021688133513348293,0.008245056531649054,0.06297416706334662,1.0008978979771457,0.9533841785398155,1.0693788847165087,0.01919313080323848,0.008822976876856965,0.06937888471650866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
